Opening
43.011
43.162
43.956
43.885
45.88
44.388
44.821
44.908
44.281
43.524
43.011
42.922
43.409
43.497
43.665
43.718
44.114
42.111
40.409
40.868
39.579
40.62
41.133
41.606
40.258
40.411
40.329
41.795
42.106
42.213
41.159
42.24
41.392
42.427
43.098
43.25
43.115
43.133
43.098
43.195
43.23
43.374
43.437
43.687
43.357
43.195
43.33
45.195
45.572
45.195
44.839
44.963
45.195
44.436
45.073
44.25
43.981
44.454
44.303
43.892
44.222
43.445
43.215
43.016
42.74
43.999
43.964
43.347
44.196
44.169
44.159
43.767
43.642
44.017
43.857
44.062
44.392
44.321
44.474
44.553
45.58
45.669
45.335
45.453
45.362
44.586
46.176
46.338
46.564
45.94
46.039
46.031
46.916
47.304
46.734
47.051
47.167
47.339
47.124
47.105
47.204
47.422
47.538
47.881
47.756
47.965
47.926
47.142
46.644
47.167
47.584
48.145
48.171
48.541
48.351
48.244
48.641
48.469
48.135
48.145
47.854
48.332
48.432
48.416
48.478
48.633
48.957
48.948
48.316
48.651
48.308
48.379
48.802
49.272
49.704
49.254
49.426
48.108
48.505
49.327
49.607
50.429
49.607
49.617
50.141
50.221
49.489
50.781
50.175
50.4
50.826
51.124
50.474
50.735
50.799
51.34
51.323
51.277
51.494
51.819
51.539
50.743
50.573
50.311
50.429
50.076
50.257
50.311
50.032
49.075
49.137
49.672
49.191
49.128
49.352
49.941
50.014
48.878
47.533
47.734
48.365
48.87
48.53
48.933
48.064
49.032
49.847
49.84
50.443
49.885
50.809
51.064
51.156
51.239
51.505
51.421
51.387
51.439
51.22
51.02
51.11
51.093
51.468
52.182
51.576
51.377
51.759
51.933
51.586
51.266
51.33
51.038
50.826
50.634
51.202
51.697
50.352
50.443
50.113
50.544
51.239
51.769
52.154
52.437
52.41
52.428
53.159
53.078
53.122
53.49
53.436
53.417
53.371
53.033
53.233
52.913
53.106
53.196
53.407
52.182
52.886
53.334
53.775
54.02
54.085
54.77
54.761
55.219
55.666
56.162
55.411
55.538
56.675
55.622
54.898
55.504
54.908
56.536
55.237
55.813
55.951
55.411
55.072
56.463
57.269
55.96
55.858
57.141
56.188
57.332
58.274
58.594
57.215
56.993
57.278
58.284
58.46
57.187
58.313
58.421
58.229
58.917
59.161
59.18
57.644
56.544
56.001
56.968
57.943
57.162
57.153
55.881
54.916
55.45
56.636
56.315
56.783
56.553
57.023
56.544
56.278
57.494
57.114
57.208
57.622
57.365
56.168
56.176
56.103
55.238
55.571
55.707
55.522
55.66
54.511
55.348
56.296
56.509
56.813
56.535
57.06
57.382
56.72
56.783
57.429
57.162
57.464
57.777
57.732
58.118
57.318
58.062
58.062
58.441
58.34
57.76
57.575
57.512
57.676
56.665
57.263
57.282
57.391
56.995
57.309
57.18
57.282
57.566
58.127
58.118
58.772
57.53
57.786
57.208
57.143
57.676
58.082
58.367
58.136
58.082
58.052
58.468
58.313
58.515
58.441
58.515
58.533
58.376
58.349
58.781
59.03
58.505
58.882
58.873
58.691
58.901
59.371
59.693
59.803
59.784
59.903
60.936
61.349
60.853
60.374
60.123
60.227
60.282
60.272
60.374
61.055
60.936
60.767
60.831
60.637
60.487
60.822
61.017
61.167
61.503
61.895
61.737
61.103
61.139
63.024
60.793
61.176
61.457
61.438
61.065
60.999
61.085
61.747
61.717
61.905
61.438
62.101
61.484
61.112
60.299
59.684
59.946
59.964
59.507
59.703
58.863
59.637
59.564
59.89
59.955
60.879
60.627
61.119
61.457
60.952
61.69
60.831
61.335
61.382
61.559
61.662
61.186
61.119
61.112
61.047
60.869
60.608
60.841
61.289
60.533
60.02
60.272
59.843
59.618
59.871
59.077
58.808
56.662
58.611
58.808
58.557
58.557
57.437
57.493
56.708
55.7
56.961
56.98
57.613
57.876
58.35
58.48
58.005
59.33
59.209
59.918
60.365
60.094
60.439
60.458
60.346
60.468
60.385
60.758
60.505
60.682
60.216
60.496
61.382
61.363
61.474
61.596
60.822
61.448
61.503
61.998
61.932
61.513
61.094
61.119
60.412
59.899
58.799
58.956
58.76
60.851
61.326
61.6
61.929
61.958
61.985
61.816
61.825
61.816
61.084
60.527
60.311
59.522
60.829
60.274
60.189
60.198
60.142
59.889
59.258
60.462
60.82
59.606
60.688
60.97
59.72
60.659
59.56
60.79
61.543
61.535
61.977
60.725
61.45
61.007
61.816
61.864
62.776
62.249
62.7
63.086
63.284
63.048
62.786
63.152
62.4
62.645
62.992
62.119
62.87
61.977
61.403
60.349
61.084
60.96
60.8
61.422
61.619
61.252
62.07
62.813
62.822
62.54
62.587
62.004
61.656
62.004
61.968
61.722
61.694
62.719
63.152
63.368
62.457
63.377
63.434
63.377
62.983
63.866
62.973
63.124
63.651
63.801
63.914
64.272
64.289
64.439
64.168
63.396
63.444
64.497
63.424
62.983
63.349
64.374
64.111
63.96
64.046
63.96
64.195
64.808
64.665
64.478
64.421
65.446
62.767
63.5
63.556
64.469
64.14
64.016
64.111
64.185
63.791
63.002
63.444
63.434
63.95
64.13
61.129
63.358
64.026
64.026
66.764
65.348
64.937
64.937
64.611
64.094
62.735
63.004
64.783
63.922
61.797
61.711
61.654
61.817
62.344
63.204
63.854
62.821
64.133
64.047
63.942
64.114
64.181
63.386
62.277
61.157
62.2
62.095
63.09
63.051
62.381
62.965
62.411
62.305
61.607
62.007
62.439
62.631
61.683
61.951
62.151
62.621
61.826
61.166
60.132
52.87
