Opening
60.248
58.362
57.415
59.424
59.128
56.842
56.851
58.563
56.631
58.64
58.774
57.425
57.884
58.716
59.033
59.07
58.391
58.382
57.366
57.1
57.147
56.449
57.798
60.122
55.559
57.75
60.573
59.329
58.372
59.511
59.319
58.142
60.199
60.19
59.644
58.965
60.324
60.755
60.132
60.075
60.334
60.372
61.683
61.319
61.157
61.3
60.621
61.377
61.989
62.027
62.115
62.477
60.746
62.075
61.531
60.831
60.132
59.386
59.998
60.352
59.989
61.234
61.338
62.2
60.544
61.645
62.065
60.621
61.214
61.176
61.242
61.117
61.481
60.094
60.008
59.884
58.449
58.573
60.861
62.056
61.348
63.226
63.712
60.959
59.412
61.077
61.037
60.949
60.775
59.966
59.325
57.867
58.158
56.903
56.826
56.893
55.735
56.543
55.775
54.028
55.911
54.235
53.143
54.504
55.114
55.464
55.717
55.23
56.008
54.978
55.931
54.763
56.368
54.672
52.808
53.418
54.063
53.24
53.683
53.79
56.316
55.979
55.824
56.271
54.181
55.775
55.561
55.173
56.694
57.886
58.06
58.362
58.761
58.508
57.02
57.769
58.003
59.305
58.819
58.576
59.315
60.26
60.22
59.382
60.269
59.159
59.273
58.953
59.973
60.224
59.589
59.587
59.782
58.81
59.189
59.705
60.016
59.715
60.424
61.067
60.901
61.134
61.948
62.145
61.981
61.213
61.387
61.281
61.815
61.446
60.911
60.911
60.553
60.26
60.172
59.94
60.396
60.726
60.642
60.736
60.162
59.909
60.38
60.172
59.666
59.82
60.57
60.843
61.407
61.524
61.436
61.108
61.368
60.6
61.698
62.302
62.253
62.875
60.803
60.522
60.093
60.074
59.432
59.92
61.387
61.485
60.038
62.277
60.243
58.795
59.616
59.656
60.135
61.896
61.632
59.02
60.712
60.742
61.373
62.385
61.387
63.657
62.757
62.586
62.425
63.824
62.914
63.344
62.894
62.355
63.804
63.462
63.608
62.552
62.874
63.148
63.54
63.765
63.95
63.862
63.402
64.577
63.54
64.567
64.077
64.381
64.87
64.41
64.401
64.959
64.567
63.921
64.655
63.008
63.032
63.462
64.312
63.462
64.802
65.437
65.252
65.025
63.774
63.258
63.187
63.497
63.275
62.972
63.804
63.941
65.066
63.823
63.58
63.95
64.481
64.077
64.391
64.991
65.144
64.325
63.231
63.872
64.537
63.589
62.884
63.022
62.933
63.265
61.935
62.708
62.684
63.002
64.049
63.941
63.295
63.804
63.53
63.49
64.049
62.865
63.334
62.152
63.119
63.755
62.61
64.049
63.872
64.175
63.589
63.344
63.921
63.716
62.73
65.027
64.41
64.28
63.696
64.547
64.46
64.919
64.166
64.959
64.982
64.919
66.289
65.359
66.455
66.826
67.081
65.056
64.039
64.346
65.185
65.57
65.744
64.931
65.575
65.575
64.247
64.247
65.873
66.031
67.141
66.785
65.942
66.29
66.695
66.993
66.636
66.636
66.37
66.745
66.22
66.169
66.13
67.479
67.756
66.418
66.509
66.487
66.66
66.199
66.755
66.596
66.367
66.438
66.477
67.082
67.449
67.342
67.697
68.014
67.845
68.123
68.222
68.579
67.895
68.143
68.077
68.311
68.698
68.251
68.282
68.073
68.15
67.687
68.004
68.291
67.915
68.2
68.787
69.322
68.88
68.847
67.905
67.766
67.915
67.895
68.291
68.678
68.68
68.569
68.718
68.407
68.728
68.272
68.4
68.49
68.024
68.426
68.084
67.974
68.172
68.331
68.163
68.37
69.362
69.63
69.739
69.699
69.65
70.145
69.987
69.807
70.006
70.115
70.294
70.383
70.374
70.115
70.383
70.462
70.836
70.403
69.54
70.165
70.69
70.988
70.897
71.265
70.819
70.978
71.117
71.404
71.989
71.83
71.474
71.573
71.462
71.523
71.255
71.543
71.771
70.918
71.17
71.8449
71.5252
71.4926
71.4532
71.52
71.74
71.677
71.66
71.83
71.76
72
71.55
71.2488
71.175
71.33
71.58
72.17
72.12
72.792
72.7231
72.6499
73.15
73.13
73.25
73.0016
73.45
73.4179
73.5789
73.24
73.4
73.4904
73.65
73.47
73.63
73.52
73.9899
72.95
72.752
72.54
72.868
73.12
73.15
72.7244
72.53
72.2114
72.822
72.868
72.6866
73.04
72.9655
72.5299
73.0373
73.457
73.959
73.57
73.5005
73.5506
73.618
74.29
74.91
74.6939
74.3232
74.43
74.8588
75.25
75.2706
75.06
75.1399
74.98
74.795
74.74
74.96
75.07
75.505
75.68
75.7077
75.935
75.7339
75.83
76.181
76.22
76.34
76.4572
76.509
76.47
76.71
76.36
76.5861
76.6662
76.5835
75.931
76.6
76.57
76.7142
76.53
77.2196
77.23
77.2708
77.27
77.5026
77.37
77.13
